0,0.03
1,0.04
2,0.1
3,1
4,1
5,4
6,5
7,7
8,8
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
20,9
21,9
22,9
23,9
24,9
25,9
26,9
27,9
28,9
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,9
67,9
68,9
69,9
70,9
71,9
72,9
73,9
74,9
75,9
76,9
77,9
78,9
79,9
80,9
81,9
82,9
83,9
84,9
85,9
86,9
87,9
88,9
89,9
90,9
91,9
92,9
93,9
94,9
95,9
96,9
97,9
98,9
99,9
100,9
101,9
102,9
103,9
104,9
105,9
106,9
107,9
108,9
109,9
110,9
111,9
112,9
113,9
114,9
115,14
116,14
117,14
118,14
119,14
120,14
121,14
122,14
123,14
124,14
125,14
126,14
127,14
128,14
129,14
130,14
131,14
132,14
133,14
134,14
135,14
136,14
137,14
138,14
139,14
140,14
141,14
142,14
143,14
144,14
145,14
146,14
147,14
148,14
149,14
150,14
151,14
152,15
153,16
154,17
155,18
156,19
157,17
158,17
159,17
160,17
161,17
162,17
163,17
164,17
165,17
166,17
167,17
168,17
169,17
170,17
171,17
172,17
173,17
174,17
175,17
176,17
177,17
178,17
179,17
180,17
181,17
182,17
183,16
184,19
185,24
186,27
187,30
188,33
189,36
190,39
191,42
192,45
193,48
194,48
195,48
196,48
197,48
198,48
199,48
200,48
201,48
202,48
203,48
204,48
205,45
206,34
207,33
208,33
209,33
210,33
211,33
212,33
213,33
214,33
215,33
216,33
217,33
218,33
219,33
220,33
221,20
222,15
223,12
224,10
225,10
226,10
227,7
228,5
229,5
230,5
231,5
232,5
233,4
234,3
235,2
236,1
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,1
260,2
261,3
262,5
263,7
264,9
265,12
266,15
267,15
268,15
269,15
270,15
271,15
272,15
273,15
274,15
275,15
276,15
277,15
278,15
279,15
280,15
281,13
282,12
283,12
284,10
285,10
286,10
287,10
288,10
289,10
290,10
291,10
292,10
293,10
294,10
295,10
296,10
297,10
298,10
299,10
300,10
301,10
302,13
303,13
304,13
305,13
306,14
307,14
308,14
309,14
310,14
311,14
312,14
313,14
314,14
315,15
316,15
317,15
318,15
319,15
320,15
321,15
322,15
323,15
324,15
325,15
326,15
327,15
328,15
329,15
330,15
331,15
332,15
333,15
334,15
335,15
336,15
337,15
338,15
339,15
340,15
341,15
342,15
343,17
344,17
345,17
346,17
347,17
348,17
349,17
350,17
351,17
352,17
353,17
354,17
355,17
356,17
357,17
358,17
359,17
360,17
361,17
362,17
363,17
364,17
365,17
366,17
367,17
368,17
369,17
370,17
371,17
372,17
373,17
374,17
375,17
376,17
377,17
378,17
379,17
380,17
381,17
382,17
383,20
384,20
385,20
386,20
387,20
388,20
389,20
390,20
391,20
392,20
393,20
394,20
395,20
396,20
397,20
398,20
399,20
400,20
401,20
402,20
403,20
404,22
405,25
406,25
407,25
408,25
409,25
410,26
411,26
412,26
413,26
414,26
415,27
416,27
417,27
418,27
419,27
420,27
421,27
422,27
423,27
424,27
425,27
426,27
427,27
428,27
429,27
430,27
431,27
432,27
433,27
434,27
435,27
436,27
437,27
438,27
439,27
440,27
441,27
442,27
443,27
444,27
445,27
446,27
447,27
448,27
449,27
450,27
451,27
452,27
453,27
454,27
455,27
456,27
457,27
458,27
459,27
460,27
461,27
462,27
463,27
464,30
465,30
466,30
467,30
468,30
469,30
470,30
471,30
472,30
473,30
474,30
475,30
476,30
477,30
478,30
479,30
480,30
481,30
482,30
483,30
484,30
485,30
486,30
487,30
488,30
489,30
490,30
491,30
492,30
493,30
494,30
495,30
496,30
497,30
498,30
499,30
500,30
501,30
502,30
503,30
504,30
505,30
506,30
507,30
508,30
509,30
510,30
511,30
512,30
513,30
514,30
515,30
516,30
517,30
518,30
519,30
520,30
521,30
522,30
523,30
524,30
525,30
526,32
527,25
528,25
529,25
530,25
531,23
532,23
533,23
534,23
535,23
536,27
537,30
538,31
539,25
540,24
541,23
542,22
543,22
544,22
545,21
546,20
547,20
548,20
549,20
550,20
551,20
552,20
553,17
554,17
555,17
556,17
557,17
558,13
559,13
560,14
561,13
562,13
563,13
564,12
565,12
566,12
567,12
568,8
569,7
570,6
571,5
572,4
573,3
574,2
575,1
576,0
577,0
578,0
579,0
580,0
